2020-10-05,B,32
2020-10-04,B,79
2020-10-03,B,94
2020-10-02,B,96
2020-10-01,B,60
2020-09-30,B,41
2020-09-29,B,53
2020-09-28,B,32
2020-09-27,B,14
2020-09-26,B,55
2020-09-25,B,13
2020-09-24,B,83
2020-09-23,B,28
2020-09-22,B,20
2020-09-21,B,81
2020-09-20,B,53
2020-09-19,B,91
2020-09-18,B,12
2020-09-17,B,76
2020-09-16,B,45
2020-09-15,B,29
2020-09-14,B,43
2020-09-13,B,6
2020-09-12,B,10
2020-09-11,B,46
2020-09-10,B,17
2020-09-09,B,55
2020-09-08,B,57
2020-09-07,B,34
2020-09-06,B,9
2020-09-05,B,66
2020-09-04,B,100
2020-09-03,B,47
2020-09-02,B,46
2020-09-01,B,40
2020-08-31,B,72
2020-08-30,B,48
2020-08-29,B,16
2020-08-28,B,22
2020-08-27,B,2
2020-08-26,B,9
2020-08-25,B,52
2020-08-24,B,66
2020-08-23,B,26
2020-08-22,B,8
2020-08-21,B,9
2020-08-20,B,52
2020-08-19,B,64
2020-08-18,B,21
2020-08-17,B,86
2020-08-16,B,92
2020-08-15,B,96
2020-08-14,B,28
2020-08-13,B,85
2020-08-12,B,26
2020-08-11,B,63
2020-08-10,B,91
2020-08-09,B,59
2020-08-08,B,57
2020-08-07,B,93
2020-08-06,B,72
2020-08-05,B,32
2020-08-04,B,15
2020-08-03,B,58
2020-08-02,B,37
2020-08-01,B,99
2020-07-31,B,89
2020-07-30,B,22
2020-07-29,B,16
2020-07-28,B,38
2020-07-27,B,56
2020-07-26,B,55
2020-07-25,B,92
2020-07-24,B,15
2020-07-23,B,37
2020-07-22,B,41
2020-07-21,B,39
2020-07-20,B,52
2020-07-19,B,95
2020-07-18,B,39
2020-07-17,B,48
2020-07-16,B,92
2020-07-15,B,77
2020-07-14,B,69
2020-07-13,B,14
2020-07-12,B,12
2020-07-11,B,87
2020-07-10,B,10
2020-07-09,B,17
2020-07-08,B,80
2020-07-07,B,88
2020-07-06,B,12
2020-07-05,B,2
2020-07-04,B,64
2020-07-03,B,29
2020-07-02,B,36
2020-07-01,B,14
2020-06-30,B,2
2020-06-29,B,19
2020-06-28,B,29
2020-06-27,B,75
2020-06-26,B,82
2020-06-25,B,65
2020-06-24,B,46
2020-06-23,B,48
2020-06-22,B,43
2020-06-21,B,74
2020-06-20,B,34
2020-06-19,B,26
2020-06-18,B,72
2020-06-17,B,95
2020-06-16,B,84
2020-06-15,B,33
2020-06-14,B,50
2020-06-13,B,77
2020-06-12,B,38
2020-06-11,B,54
2020-06-10,B,76
2020-06-09,B,37
2020-06-08,B,4
2020-06-07,B,16
2020-06-06,B,99
2020-06-05,B,79
2020-06-04,B,11
2020-06-03,B,56
2020-06-02,B,48
2020-06-01,B,50
2020-05-31,B,19
2020-05-30,B,68
2020-05-29,B,56
2020-05-28,B,46
2020-05-27,B,97
2020-05-26,B,2
2020-05-25,B,21
2020-05-24,B,34
2020-05-23,B,99
2020-05-22,B,9
2020-05-21,B,78
2020-05-20,B,66
2020-05-19,B,30
2020-05-18,B,48
2020-05-17,B,27
2020-05-16,B,52
2020-05-15,B,81
2020-05-14,B,39
2020-05-13,B,14
2020-05-12,B,73
2020-05-11,B,37
2020-05-10,B,70
2020-05-09,B,3
2020-05-08,B,21
2020-05-07,B,53
2020-05-06,B,2
2020-05-05,B,99
2020-05-04,B,6
2020-05-03,B,46
2020-05-02,B,93
2020-05-01,B,80
2020-04-30,B,81
2020-04-29,B,51
2020-04-28,B,15
2020-04-27,B,44
2020-04-26,B,15
2020-04-25,B,96
2020-04-24,B,63
2020-04-23,B,3
2020-04-22,B,90
2020-04-21,B,20
2020-04-20,B,83
2020-04-19,B,96
2020-04-18,B,99
2020-04-17,B,96
2020-04-16,B,29
2020-04-15,B,37
2020-04-14,B,85
2020-04-13,B,17
2020-04-12,B,23
2020-04-11,B,95
2020-04-10,B,32
2020-04-09,B,13
2020-04-08,B,87
2020-04-07,B,99
2020-04-06,B,96
2020-04-05,B,2
2020-04-04,B,63
2020-04-03,B,82
2020-04-02,B,54
2020-04-01,B,20
2020-03-31,B,39
2020-03-30,B,83
2020-03-29,B,68
2020-03-28,B,34
2020-03-27,B,15
2020-03-26,B,65
2020-03-25,B,60
2020-03-24,B,26
2020-03-23,B,58
2020-03-22,B,92
2020-03-21,B,28
2020-03-20,B,46
2020-03-19,B,24
2020-03-18,B,53
2020-03-17,B,29
2020-03-16,B,8
2020-03-15,B,18
2020-03-14,B,40
2020-03-13,B,25
2020-03-12,B,2
2020-03-11,B,49
2020-03-10,B,88
2020-03-09,B,28
2020-03-08,B,26
2020-03-07,B,14
2020-03-06,B,28
2020-03-05,B,20
2020-03-04,B,11
2020-03-03,B,29
2020-03-02,B,11
2020-03-01,B,44
2020-02-29,B,51
2020-02-28,B,16
2020-02-27,B,18
2020-02-26,B,24
2020-02-25,B,73
2020-02-24,B,41
2020-02-23,B,72
2020-02-22,B,49
2020-02-21,B,8
2020-02-20,B,34
2020-02-19,B,63
2020-02-18,B,80
2020-02-17,B,99
2020-02-16,B,21
2020-02-15,B,59
2020-02-14,B,80
2020-02-13,B,4
2020-02-12,B,72
2020-02-11,B,24
2020-02-10,B,33
2020-02-09,B,51
2020-02-08,B,89
2020-02-07,B,52
2020-02-06,B,31
2020-02-05,B,29
2020-02-04,B,88
2020-02-03,B,95
2020-02-02,B,31
2020-02-01,B,33
2020-01-31,B,18
2020-01-30,B,26
2020-01-29,B,52
2020-01-28,B,43
2020-01-27,B,18
2020-01-26,B,15
2020-01-25,B,52
2020-01-24,B,16
2020-01-23,B,41
2020-01-22,B,67
2020-01-21,B,51
2020-01-20,B,92
2020-01-19,B,38
2020-01-18,B,12
2020-01-17,B,30
2020-01-16,B,59
2020-01-15,B,6
2020-01-14,B,21
2020-01-13,B,12
2020-01-12,B,31
2020-01-11,B,10
2020-01-10,B,32
2020-01-09,B,90
2020-01-08,B,61
2020-01-07,B,33
2020-01-06,B,31
2020-01-05,B,26
2020-01-04,B,7
2020-01-03,B,91
2020-01-02,B,8
2020-01-01,B,21
2020-11-10,C,13
2020-11-09,C,17
2020-11-08,C,98
2020-11-07,C,9
2020-11-06,C,62
2020-11-05,C,9
2020-11-04,C,50
2020-11-03,C,30
2020-11-02,C,31
2020-11-01,C,61
2020-10-31,C,91
2020-10-30,C,37
2020-10-29,C,57
2020-10-28,C,50
2020-10-27,C,53
2020-10-26,C,94
2020-10-25,C,41
2020-10-24,C,56
2020-10-23,C,57
2020-10-22,C,40
2020-10-21,C,96
2020-10-20,C,26
2020-10-19,C,88
2020-10-18,C,20
2020-10-17,C,18
2020-10-16,C,58
2020-10-15,C,85
2020-10-14,C,69
2020-10-13,C,22
2020-10-12,C,52
2020-10-11,C,1
2020-10-10,C,98
2020-10-09,C,99
2020-10-08,C,11
2020-10-07,C,60
2020-10-06,C,90
2020-10-05,C,55
2020-10-04,C,11
2020-10-03,C,73
2020-10-02,C,25
2020-10-01,C,100
2020-09-30,C,89
2020-09-29,C,78
2020-09-28,C,46
2020-09-27,C,6
2020-09-26,C,45
2020-09-25,C,80
2020-09-24,C,57
2020-09-23,C,51
2020-09-22,C,54
2020-09-21,C,51
2020-09-20,C,53
2020-09-19,C,83
2020-09-18,C,32
2020-09-17,C,68
2020-09-16,C,35
2020-09-15,C,9
2020-09-14,C,74
2020-09-13,C,93
2020-09-12,C,19
2020-09-11,C,6
2020-09-10,C,65
2020-09-09,C,5
2020-09-08,C,16
2020-09-07,C,72
2020-09-06,C,5
2020-09-05,C,8
2020-09-04,C,64
2020-09-03,C,34
2020-09-02,C,21
2020-09-01,C,93
2020-08-31,C,12
2020-08-30,C,35
2020-08-29,C,5
2020-08-28,C,86
2020-08-27,C,25
2020-08-26,C,19
2020-08-25,C,53
2020-08-24,C,42
2020-08-23,C,70
2020-08-22,C,2
2020-08-21,C,60
2020-08-20,C,85
2020-08-19,C,35
2020-08-18,C,73
2020-08-17,C,62
2020-08-16,C,4
2020-08-15,C,41
2020-08-14,C,95
2020-08-13,C,80
2020-08-12,C,3
2020-08-11,C,82
2020-08-10,C,37
2020-08-09,C,73
2020-08-08,C,34
2020-08-07,C,43
2020-08-06,C,20
2020-08-05,C,92
2020-08-04,C,86
2020-08-03,C,45
2020-08-02,C,40
2020-08-01,C,23
2020-07-31,C,63
2020-07-30,C,97
2020-07-29,C,26
2020-07-28,C,92
2020-07-27,C,18
2020-07-26,C,23
2020-07-25,C,20
2020-07-24,C,8
2020-07-23,C,81
2020-07-22,C,52
2020-07-21,C,94
2020-07-20,C,4
2020-07-19,C,73
2020-07-18,C,42
2020-07-17,C,28
2020-07-16,C,25
2020-07-15,C,85
2020-07-14,C,98
2020-07-13,C,77
2020-07-12,C,77
2020-07-11,C,97
2020-07-10,C,31
2020-07-09,C,51
2020-07-08,C,99
2020-07-07,C,86
2020-07-06,C,22
2020-07-05,C,54
2020-07-04,C,21
2020-07-03,C,79
2020-07-02,C,22
2020-07-01,C,48
2020-06-30,C,92
2020-06-29,C,25
2020-06-28,C,22
2020-06-27,C,18
2020-06-26,C,57
2020-06-25,C,29
2020-06-24,C,96
2020-06-23,C,83
2020-06-22,C,87
2020-06-21,C,53
2020-06-20,C,9
2020-06-19,C,82
2020-06-18,C,30
2020-06-17,C,70
2020-06-16,C,9
2020-06-15,C,3
2020-06-14,C,39
2020-06-13,C,96
2020-06-12,C,69
2020-06-11,C,29
2020-06-10,C,82
2020-06-09,C,61
2020-06-08,C,35
2020-06-07,C,55
2020-06-06,C,86
2020-06-05,C,47
2020-06-04,C,18
2020-06-03,C,95
2020-06-02,C,63
2020-06-01,C,46
2020-05-31,C,88
2020-05-30,C,20
2020-05-29,C,32
2020-05-28,C,13
2020-05-27,C,24
2020-05-26,C,64
2020-05-25,C,18
2020-05-24,C,79
2020-05-23,C,10
2020-05-22,C,18
2020-05-21,C,49
2020-05-20,C,11
2020-05-19,C,12
2020-05-18,C,78
2020-05-17,C,83
2020-05-16,C,22
2020-05-15,C,70
2020-05-14,C,99
2020-05-13,C,99
2020-05-12,C,50
2020-05-11,C,89
2020-05-10,C,57
2020-05-09,C,98
2020-05-08,C,25
2020-05-07,C,56
2020-05-06,C,6
2020-05-05,C,92
2020-05-04,C,38
2020-05-03,C,26
2020-05-02,C,27
2020-05-01,C,87
2020-04-30,C,89
2020-04-29,C,60
2020-04-28,C,1
2020-04-27,C,69
2020-04-26,C,77
2020-04-25,C,36
2020-04-24,C,32
2020-04-23,C,62
2020-04-22,C,85
2020-04-21,C,16
2020-04-20,C,34
2020-04-19,C,21
2020-04-18,C,69
2020-04-17,C,23
2020-04-16,C,49
2020-04-15,C,90
2020-04-14,C,38
2020-04-13,C,14
2020-04-12,C,21
2020-04-11,C,32
2020-04-10,C,76
2020-04-09,C,37
2020-04-08,C,96
2020-04-07,C,34
2020-04-06,C,4
2020-04-05,C,85
2020-04-04,C,19
2020-04-03,C,82
2020-04-02,C,42
2020-04-01,C,8
2020-03-31,C,17
2020-03-30,C,98
2020-03-29,C,34
2020-03-28,C,10
2020-03-27,C,49
2020-03-26,C,61
2020-03-25,C,24
2020-03-24,C,56
2020-03-23,C,29
2020-03-22,C,68
2020-03-21,C,19
2020-03-20,C,10
2020-03-19,C,28
2020-03-18,C,86
2020-03-17,C,91
2020-03-16,C,71
2020-03-15,C,83
2020-03-14,C,93
2020-03-13,C,8
2020-03-12,C,9
2020-03-11,C,13
2020-03-10,C,65
2020-03-09,C,81
2020-03-08,C,38
2020-03-07,C,12
2020-03-06,C,54
2020-03-05,C,79
2020-03-04,C,8
2020-03-03,C,36
2020-03-02,C,15
2020-03-01,C,11
2020-02-29,C,20
2020-02-28,C,17
2020-02-27,C,76
2020-02-26,C,93
2020-02-25,C,82
2020-02-24,C,57
2020-02-23,C,49
2020-02-22,C,30
2020-02-21,C,52
2020-02-20,C,81
2020-02-19,C,97
2020-02-18,C,65
2020-02-17,C,14
2020-02-16,C,45
2020-02-15,C,78
2020-02-14,C,16
2020-02-13,C,98
2020-02-12,C,9
2020-02-11,C,4
2020-02-10,C,60
2020-02-09,C,22
2020-02-08,C,4
2020-02-07,C,93
2020-02-06,C,44
2020-02-05,C,4
2020-02-04,C,43
2020-02-03,C,3
2020-02-02,C,51
2020-02-01,C,99
2020-01-31,C,53
2020-01-30,C,76
2020-01-29,C,16
2020-01-28,C,95
2020-01-27,C,33
2020-01-26,C,55
2020-01-25,C,51
2020-01-24,C,21
2020-01-23,C,99
2020-01-22,C,12
2020-01-21,C,29
2020-01-20,C,8
2020-01-19,C,62
2020-01-18,C,1
2020-01-17,C,52
2020-01-16,C,84
2020-01-15,C,28
2020-01-14,C,76
2020-01-13,C,22
2020-01-12,C,8
2020-01-11,C,17
2020-01-10,C,33
2020-01-09,C,92
2020-01-08,C,35
2020-01-07,C,5
2020-01-06,C,19
2020-01-05,C,15
2020-01-04,C,18
2020-01-03,C,76
2020-01-02,C,21
2020-01-01,C,7
2020-11-10,D,26
2020-11-09,D,80
2020-11-08,D,15
2020-11-07,D,27
2020-11-06,D,87
2020-11-05,D,93
2020-11-04,D,23
2020-11-03,D,61
2020-11-02,D,84
2020-11-01,D,4
2020-10-31,D,35
2020-10-30,D,30
2020-10-29,D,77
2020-10-28,D,62
2020-10-27,D,52
2020-10-26,D,64
2020-10-25,D,37
2020-10-24,D,4
2020-10-23,D,88
2020-10-22,D,61
2020-10-21,D,88
2020-10-20,D,21
2020-10-19,D,18
2020-10-18,D,73
2020-10-17,D,13
2020-10-16,D,61
2020-10-15,D,21
2020-10-14,D,13
2020-10-13,D,100
2020-10-12,D,4
2020-10-11,D,8
2020-10-10,D,97
2020-10-09,D,80
2020-10-08,D,57
2020-10-07,D,85
2020-10-06,D,35
2020-10-05,D,76
2020-10-04,D,28
2020-10-03,D,25
2020-10-02,D,11
2020-10-01,D,88
2020-09-30,D,52
2020-09-29,D,67
2020-09-28,D,6
2020-09-27,D,90
2020-09-26,D,66
2020-09-25,D,42
2020-09-24,D,91
2020-09-23,D,79
2020-09-22,D,85
2020-09-21,D,36
2020-09-20,D,1
2020-09-19,D,28
2020-09-18,D,11
2020-09-17,D,72
2020-09-16,D,15
2020-09-15,D,32
2020-09-14,D,18
2020-09-13,D,86
2020-09-12,D,94
2020-09-11,D,91
2020-09-10,D,46
2020-09-09,D,25
2020-09-08,D,89
2020-09-07,D,47
2020-09-06,D,86
2020-09-05,D,12
2020-09-04,D,86
2020-09-03,D,82
2020-09-02,D,39
2020-09-01,D,90
2020-08-31,D,94
2020-08-30,D,94
2020-08-29,D,17
2020-08-28,D,25
2020-08-27,D,9
2020-08-26,D,1
2020-08-25,D,50
2020-08-24,D,67
2020-08-23,D,67
2020-08-22,D,42
2020-08-21,D,86
2020-08-20,D,27
2020-08-19,D,6
2020-08-18,D,88
2020-08-17,D,37
2020-08-16,D,26
2020-08-15,D,70
2020-08-14,D,19
2020-08-13,D,31
2020-08-12,D,80
2020-08-11,D,18
2020-08-10,D,15
2020-08-09,D,26
2020-08-08,D,46
2020-08-07,D,34
2020-08-06,D,66
2020-08-05,D,79
2020-08-04,D,3
2020-08-03,D,95
2020-08-02,D,16
2020-08-01,D,39
2020-07-31,D,100
2020-07-30,D,60
2020-07-29,D,58
2020-07-28,D,38
2020-07-27,D,2
2020-07-26,D,86
2020-07-25,D,27
2020-07-24,D,85
2020-07-23,D,27
2020-07-22,D,92
2020-07-21,D,32
2020-07-20,D,46
2020-07-19,D,37
2020-07-18,D,33
2020-07-17,D,32
2020-07-16,D,48
2020-07-15,D,84
2020-07-14,D,94
2020-07-13,D,76
2020-07-12,D,22
2020-07-11,D,84
2020-07-10,D,73
2020-07-09,D,4
2020-07-08,D,84
2020-07-07,D,29
2020-07-06,D,65
2020-07-05,D,46
2020-07-04,D,65
2020-07-03,D,5
2020-07-02,D,21
2020-07-01,D,27
2020-06-30,D,95
2020-06-29,D,2
2020-06-28,D,66
2020-06-27,D,97
2020-06-26,D,9
2020-06-25,D,47
2020-06-24,D,16
2020-06-23,D,30
2020-06-22,D,28
2020-06-21,D,98
2020-06-20,D,83
2020-06-19,D,49
2020-06-18,D,22
2020-06-17,D,80
2020-06-16,D,75
2020-06-15,D,65
2020-06-14,D,24
2020-06-13,D,74
2020-06-12,D,79
2020-06-11,D,8
2020-06-10,D,42
2020-06-09,D,42
2020-06-08,D,61
2020-06-07,D,23
2020-06-06,D,29
2020-06-05,D,97
2020-06-04,D,44
2020-06-03,D,52
2020-06-02,D,73
2020-06-01,D,59
2020-05-31,D,98
2020-05-30,D,2
2020-05-29,D,95
2020-05-28,D,39
2020-05-27,D,12
2020-05-26,D,50
2020-05-25,D,44
2020-05-24,D,4
2020-05-23,D,38
2020-05-22,D,38
2020-05-21,D,69
2020-05-20,D,16
2020-05-19,D,91
2020-05-18,D,93
2020-05-17,D,2
2020-05-16,D,97
2020-05-15,D,95
2020-05-14,D,45
2020-05-13,D,82
2020-05-12,D,77
2020-05-11,D,89
2020-05-10,D,33
2020-05-09,D,19
2020-05-08,D,73
2020-05-07,D,79
2020-05-06,D,82
2020-05-05,D,9
2020-05-04,D,58
2020-05-03,D,68
2020-05-02,D,22
2020-05-01,D,15
2020-04-30,D,86
2020-04-29,D,4
2020-04-28,D,86
2020-04-27,D,50
2020-04-26,D,9
2020-04-25,D,18
2020-04-24,D,72
2020-04-23,D,79
2020-04-22,D,11
2020-04-21,D,95
2020-04-20,D,92
2020-04-19,D,66
2020-04-18,D,15
2020-04-17,D,96
2020-04-16,D,48
2020-04-15,D,24
2020-04-14,D,20
2020-04-13,D,18
2020-04-12,D,26
2020-04-11,D,70
2020-04-10,D,12
2020-04-09,D,35
2020-04-08,D,41
2020-04-07,D,76
2020-04-06,D,87
2020-04-05,D,34
2020-04-04,D,79
2020-04-03,D,52
2020-04-02,D,26
2020-04-01,D,97
2020-03-31,D,85
2020-03-30,D,72
2020-03-29,D,61
2020-03-28,D,53
2020-03-27,D,67
2020-03-26,D,37
2020-03-25,D,48
2020-03-24,D,12
2020-03-23,D,72
2020-03-22,D,15
2020-03-21,D,21
2020-03-20,D,94
2020-03-19,D,35
2020-03-18,D,89
2020-03-17,D,25
2020-03-16,D,66
2020-03-15,D,82
2020-03-14,D,53
2020-03-13,D,49
2020-03-12,D,73
2020-03-11,D,73
2020-03-10,D,27
2020-03-09,D,38
2020-03-08,D,14
2020-03-07,D,77
2020-03-06,D,59
2020-03-05,D,42
2020-03-04,D,53
2020-03-03,D,3
2020-03-02,D,46
2020-03-01,D,12
2020-02-29,D,84
2020-02-28,D,85
2020-02-27,D,66
2020-02-26,D,66
2020-02-25,D,18
2020-02-24,D,62
2020-02-23,D,51
2020-02-22,D,75
2020-02-21,D,3
2020-02-20,D,29
2020-02-19,D,86
2020-02-18,D,38
2020-02-17,D,25
2020-02-16,D,7
2020-02-15,D,65
2020-02-14,D,52
2020-02-13,D,11
2020-02-12,D,27
2020-02-11,D,19
2020-02-10,D,34
2020-02-09,D,63
2020-02-08,D,40
2020-02-07,D,32
2020-02-06,D,34
2020-02-05,D,55
2020-02-04,D,61
2020-02-03,D,65
2020-02-02,D,51
2020-02-01,D,71
2020-01-31,D,33
2020-01-30,D,99
2020-01-29,D,37
2020-01-28,D,34
2020-01-27,D,47
2020-01-26,D,93
2020-01-25,D,91
2020-01-24,D,58
2020-01-23,D,71
2020-01-22,D,97
2020-01-21,D,73
2020-01-20,D,77
2020-01-19,D,61
2020-01-18,D,50
2020-01-17,D,43
2020-01-16,D,79
2020-01-15,D,60
2020-01-14,D,29
2020-01-13,D,21
2020-01-12,D,84
2020-01-11,D,13
2020-01-10,D,72
2020-01-09,D,56
2020-01-08,D,38
2020-01-07,D,37
2020-01-06,D,73
2020-01-05,D,27
2020-01-04,D,70
2020-01-03,D,96
2020-01-02,D,79
2020-01-01,D,53
2020-11-10,E,86
2020-11-09,E,33
2020-11-08,E,38
2020-11-07,E,65
2020-11-06,E,58
2020-11-05,E,69
2020-11-04,E,71
2020-11-03,E,61
2020-11-02,E,68
2020-11-01,E,53
2020-10-31,E,29
2020-10-30,E,20
